"","X.miRNA","precursor","SRR5256874_5","SRR5256876","SRR5256877_8","SRR5256879","SRR5256880_1","SRR5256882_3"
"441","hsa-miR-192-5p","hsa-mir-192","6921","2371","9403","3645","1697","1332"
"442","hsa-miR-192-3p","hsa-mir-192","0","0","0","1","0","0"
"443","hsa-miR-193a-5p","hsa-mir-193a","141","54","272","89","61","40"
"444","hsa-miR-193a-3p","hsa-mir-193a","1","0","0","3","3","1"
"445","hsa-miR-193b-5p","hsa-mir-193b","28","4","129","20","12","15"
"446","hsa-miR-193b-3p","hsa-mir-193b","436","128","731","245","133","113"
"449","hsa-miR-194-3p","hsa-mir-194-2","8","4","0","4","4","1"
"450","hsa-miR-195-5p","hsa-mir-195","11","3","14","4","2","0"
"451","hsa-miR-195-3p","hsa-mir-195","3","0","0","0","0","0"
"453","hsa-miR-196a-1-3p","hsa-mir-196a-1","0","0","0","0","0","0"
"455","hsa-miR-196a-3p","hsa-mir-196a-2","0","0","0","0","0","0"
"456","hsa-miR-196b-5p","hsa-mir-196b","0","0","0","0","0","0"
"457","hsa-miR-196b-3p","hsa-mir-196b","0","0","0","0","0","0"
"458","hsa-miR-197-5p","hsa-mir-197","27","8","55","20","14","16"
"459","hsa-miR-197-3p","hsa-mir-197","16687","5077","19288","8782","4324","3150"
"462","hsa-miR-1973","hsa-mir-1973","0","0","0","0","0","0"
"463","hsa-miR-1976","hsa-mir-1976","0","0","0","0","0","0"
"464","hsa-miR-198","hsa-mir-198","0","0","0","0","0","0"
"469","hsa-miR-199b-5p","hsa-mir-199b","3","1","0","0","1","0"
"470","hsa-miR-199b-3p","hsa-mir-199b","23","9","10","23","14","3"
"471","hsa-miR-19a-5p","hsa-mir-19a","0","0","0","0","0","0"
"472","hsa-miR-19a-3p","hsa-mir-19a","42","6","128","35","17","24"
"473","hsa-miR-19b-1-5p","hsa-mir-19b-1","0","0","0","0","0","0"
"476","hsa-miR-19b-2-5p","hsa-mir-19b-2","0","0","0","0","0","0"
"477","hsa-miR-200a-5p","hsa-mir-200a","4","1","0","3","0","0"
"478","hsa-miR-200a-3p","hsa-mir-200a","2","1","0","1","1","2"
"479","hsa-miR-200b-5p","hsa-mir-200b","0","0","0","0","0","0"
"480","hsa-miR-200b-3p","hsa-mir-200b","10","2","10","7","4","0"
"481","hsa-miR-200c-5p","hsa-mir-200c","0","0","0","0","0","0"
"482","hsa-miR-200c-3p","hsa-mir-200c","36","9","86","35","15","13"
"483","hsa-miR-202-5p","hsa-mir-202","0","0","0","0","0","0"
"484","hsa-miR-202-3p","hsa-mir-202","0","0","0","0","0","0"
"485","hsa-miR-203a-5p","hsa-mir-203a","0","0","0","0","0","0"
"486","hsa-miR-203a-3p","hsa-mir-203a","111","47","155","82","42","198"
"487","hsa-miR-203b-5p","hsa-mir-203b","0","0","0","0","0","0"
"488","hsa-miR-203b-3p","hsa-mir-203b","1","1","0","0","1","2"
"489","hsa-miR-204-5p","hsa-mir-204","3345","728","3193","1897","929","767"
"490","hsa-miR-204-3p","hsa-mir-204","9","1","0","1","0","3"
"491","hsa-miR-205-5p","hsa-mir-205","122","34","30","77","38","24"
"492","hsa-miR-205-3p","hsa-mir-205","0","0","0","0","0","0"
"493","hsa-miR-2052","hsa-mir-2052","0","0","0","0","0","0"
"494","hsa-miR-2053","hsa-mir-2053","0","0","0","0","0","0"
"495","hsa-miR-2054","hsa-mir-2054","0","0","0","0","0","0"
"496","hsa-miR-206","hsa-mir-206","0","0","0","0","0","0"
"497","hsa-miR-208a-5p","hsa-mir-208a","0","0","0","0","0","0"
"498","hsa-miR-208a-3p","hsa-mir-208a","0","0","0","0","0","0"
"499","hsa-miR-208b-5p","hsa-mir-208b","0","0","0","0","0","0"
"500","hsa-miR-208b-3p","hsa-mir-208b","0","0","0","0","0","0"
"501","hsa-miR-20a-5p","hsa-mir-20a","1080","321","996","926","483","258"
"502","hsa-miR-20a-3p","hsa-mir-20a","2","0","10","5","2","3"
"503","hsa-miR-20b-5p","hsa-mir-20b","414","108","307","309","134","146"
"504","hsa-miR-20b-3p","hsa-mir-20b","6","2","4","5","0","2"
"505","hsa-miR-21-5p","hsa-mir-21","23943","6967","35917","17604","7810","5811"
"506","hsa-miR-21-3p","hsa-mir-21","1270","550","1712","827","358","268"
"507","hsa-miR-210-5p","hsa-mir-210","56","16","38","50","21","7"
"508","hsa-miR-210-3p","hsa-mir-210","629","205","1050","503","235","235"
"509","hsa-miR-211-5p","hsa-mir-211","9","1","0","2","0","0"
"510","hsa-miR-211-3p","hsa-mir-211","0","0","0","0","0","0"
"511","hsa-miR-2110","hsa-mir-2110","80","23","174","47","21","51"
"512","hsa-miR-2113","hsa-mir-2113","2","0","0","1","0","0"
"513","hsa-miR-2114-5p","hsa-mir-2114","0","0","0","0","0","0"
"514","hsa-miR-2114-3p","hsa-mir-2114","0","1","0","1","0","0"
"515","hsa-miR-2115-5p","hsa-mir-2115","0","0","0","0","0","0"
"516","hsa-miR-2115-3p","hsa-mir-2115","1","2","7","0","0","0"
"517","hsa-miR-2116-5p","hsa-mir-2116","0","1","0","0","0","0"
"518","hsa-miR-2116-3p","hsa-mir-2116","3","0","3","3","0","0"
"519","hsa-miR-2117","hsa-mir-2117","0","0","0","0","0","0"
"520","hsa-miR-212-5p","hsa-mir-212","25","14","41","31","15","3"
"521","hsa-miR-212-3p","hsa-mir-212","84","54","223","103","45","39"
"522","hsa-miR-214-5p","hsa-mir-214","0","0","0","0","0","0"
"523","hsa-miR-214-3p","hsa-mir-214","1","1","0","0","0","0"
"524","hsa-miR-215-5p","hsa-mir-215","47","23","32","26","13","18"
"525","hsa-miR-215-3p","hsa-mir-215","0","0","0","0","0","0"
"526","hsa-miR-216a-5p","hsa-mir-216a","1117","434","1127","879","429","200"
"527","hsa-miR-216a-3p","hsa-mir-216a","4845","1458","4396","3179","1565","1174"
"528","hsa-miR-216b-5p","hsa-mir-216b","8142","2314","7516","5351","2574","1712"
"529","hsa-miR-216b-3p","hsa-mir-216b","223","74","214","141","62","62"
"530","hsa-miR-217-5p","hsa-mir-217","1831","684","1225","1439","676","249"
"531","hsa-miR-217-3p","hsa-mir-217","366","77","589","180","91","164"
"533","hsa-miR-218-1-3p","hsa-mir-218-1","23","4","51","13","2","4"
"535","hsa-miR-218-2-3p","hsa-mir-218-2","83","35","127","57","39","13"
"537","hsa-miR-219a-1-3p","hsa-mir-219a-1","711","239","963","494","242","296"
"539","hsa-miR-219a-2-3p","hsa-mir-219a-2","5220","1560","4326","3933","1900","953"
"540","hsa-miR-219b-5p","hsa-mir-219b","0","0","4","0","0","2"
"541","hsa-miR-219b-3p","hsa-mir-219b","4","0","8","3","2","1"
"542","hsa-miR-22-5p","hsa-mir-22","8","2","6","4","0","0"
"543","hsa-miR-22-3p","hsa-mir-22","33125","10028","20385","24667","11768","4142"
"544","hsa-miR-221-5p","hsa-mir-221","256","54","366","134","74","101"
"545","hsa-miR-221-3p","hsa-mir-221","4464","1208","6222","2886","1407","1317"
"546","hsa-miR-222-5p","hsa-mir-222","13","3","44","17","4","10"
"547","hsa-miR-222-3p","hsa-mir-222","13934","4441","18201","10945","5219","4251"
"548","hsa-miR-223-5p","hsa-mir-223","0","0","0","0","0","0"
"549","hsa-miR-223-3p","hsa-mir-223","0","0","8","0","0","0"
"550","hsa-miR-224-5p","hsa-mir-224","22","7","45","10","5","11"
"551","hsa-miR-224-3p","hsa-mir-224","2","0","0","0","0","0"
"552","hsa-miR-2276-5p","hsa-mir-2276","1","0","0","0","0","0"
"553","hsa-miR-2276-3p","hsa-mir-2276","2","0","8","0","0","0"
"554","hsa-miR-2277-5p","hsa-mir-2277","21","19","37","35","19","18"
"555","hsa-miR-2277-3p","hsa-mir-2277","7","1","12","2","0","0"
"556","hsa-miR-2278","hsa-mir-2278","6","1","11","4","0","5"
"557","hsa-miR-2355-5p","hsa-mir-2355","56","9","31","22","9","1"
"558","hsa-miR-2355-3p","hsa-mir-2355","7","4","0","2","3","1"
"559","hsa-miR-2392","hsa-mir-2392","0","0","0","0","0","0"
"560","hsa-miR-23a-5p","hsa-mir-23a","5","3","18","8","1","7"
"561","hsa-miR-23a-3p","hsa-mir-23a","186","61","327","113","79","68"
"562","hsa-miR-23b-5p","hsa-mir-23b","1","0","2","1","0","2"
"563","hsa-miR-23b-3p","hsa-mir-23b","2306","827","5133","1542","884","910"
"564","hsa-miR-23c","hsa-mir-23c","0","0","1","0","0","0"
"565","hsa-miR-24-1-5p","hsa-mir-24-1","1","2","0","3","1","0"
"568","hsa-miR-24-2-5p","hsa-mir-24-2","11","6","16","3","2","4"
"569","hsa-miR-2467-5p","hsa-mir-2467","66","32","136","63","21","43"
"570","hsa-miR-2467-3p","hsa-mir-2467","1","0","1","1","2","2"
"571","hsa-miR-25-5p","hsa-mir-25","133","31","238","98","47","40"
"572","hsa-miR-25-3p","hsa-mir-25","16371","5291","18111","13201","6184","5356"
"573","hsa-miR-2681-5p","hsa-mir-2681","2","1","7","1","2","5"
"574","hsa-miR-2681-3p","hsa-mir-2681","1","0","6","0","1","0"
"575","hsa-miR-2682-5p","hsa-mir-2682","410","141","536","239","103","116"
"576","hsa-miR-2682-3p","hsa-mir-2682","22","7","20","10","3","4"
"578","hsa-miR-26a-1-3p","hsa-mir-26a-1","2","0","0","3","0","0"
"580","hsa-miR-26a-2-3p","hsa-mir-26a-2","8","1","0","3","3","0"
"581","hsa-miR-26b-5p","hsa-mir-26b","4566","1594","4093","3304","1655","1053"
"582","hsa-miR-26b-3p","hsa-mir-26b","29","5","21","13","6","2"
"583","hsa-miR-27a-5p","hsa-mir-27a","6","4","32","9","3","6"
"584","hsa-miR-27a-3p","hsa-mir-27a","117","47","125","108","54","33"
"585","hsa-miR-27b-5p","hsa-mir-27b","468","168","489","316","140","85"
"586","hsa-miR-27b-3p","hsa-mir-27b","20765","6298","16664","15421","6745","3677"
"587","hsa-miR-28-5p","hsa-mir-28","539","185","258","418","184","72"
"588","hsa-miR-28-3p","hsa-mir-28","29100","8242","35582","21231","9944","12128"
"589","hsa-miR-2861","hsa-mir-2861","0","0","0","0","0","0"
"590","hsa-miR-2909","hsa-mir-2909","0","0","0","0","0","0"
"591","hsa-miR-296-5p","hsa-mir-296","172","34","182","97","33","30"
"592","hsa-miR-296-3p","hsa-mir-296","354","152","341","233","130","72"
"593","hsa-miR-297","hsa-mir-297","0","0","0","0","0","0"
"594","hsa-miR-298","hsa-mir-298","0","0","0","0","0","0"
"595","hsa-miR-299-5p","hsa-mir-299","4","0","6","2","0","0"
"596","hsa-miR-299-3p","hsa-mir-299","3","2","14","3","0","2"
"597","hsa-miR-29a-5p","hsa-mir-29a","0","0","0","0","0","0"
"598","hsa-miR-29a-3p","hsa-mir-29a","69","32","93","86","29","24"
"599","hsa-miR-29b-1-5p","hsa-mir-29b-1","6","0","0","1","0","0"
"602","hsa-miR-29b-2-5p","hsa-mir-29b-2","4","0","12","4","0","0"
"603","hsa-miR-29c-5p","hsa-mir-29c","3","0","23","2","1","2"
"604","hsa-miR-29c-3p","hsa-mir-29c","13","6","8","10","8","1"
"605","hsa-miR-300","hsa-mir-300","0","0","0","0","0","0"
"606","hsa-miR-301a-5p","hsa-mir-301a","13","4","15","8","7","3"
"607","hsa-miR-301a-3p","hsa-mir-301a","1969","581","3128","1846","678","511"
"608","hsa-miR-301b-5p","hsa-mir-301b","5","0","0","6","5","1"
"609","hsa-miR-301b-3p","hsa-mir-301b","872","261","1137","789","274","177"
"610","hsa-miR-302a-5p","hsa-mir-302a","1518","571","819","1305","668","162"
"611","hsa-miR-302a-3p","hsa-mir-302a","683","176","494","573","271","128"
"612","hsa-miR-302b-5p","hsa-mir-302b","0","0","0","0","0","0"
"613","hsa-miR-302b-3p","hsa-mir-302b","654","148","914","469","233","144"
"614","hsa-miR-302c-5p","hsa-mir-302c","22","2","10","13","8","5"
"615","hsa-miR-302c-3p","hsa-mir-302c","248","73","421","159","83","60"
"616","hsa-miR-302d-5p","hsa-mir-302d","7","3","0","7","1","0"
"617","hsa-miR-302d-3p","hsa-mir-302d","636","182","436","421","175","129"
"618","hsa-miR-302e","hsa-mir-302e","0","0","0","0","0","0"
"619","hsa-miR-302f","hsa-mir-302f","0","0","0","0","0","0"
"620","hsa-miR-3059-5p","hsa-mir-3059","117","59","133","64","26","7"
"621","hsa-miR-3059-3p","hsa-mir-3059","2","0","2","2","0","0"
"622","hsa-miR-3064-5p","hsa-mir-3064","6","1","2","9","0","1"
"623","hsa-miR-3064-3p","hsa-mir-3064","0","0","0","0","0","0"
"624","hsa-miR-3065-5p","hsa-mir-3065","60","14","81","25","9","11"
"625","hsa-miR-3065-3p","hsa-mir-3065","98","24","101","60","29","17"
"626","hsa-miR-3074-5p","hsa-mir-3074","52","20","61","38","9","8"
"627","hsa-miR-3074-3p","hsa-mir-3074","3","2","5","5","2","3"
"628","hsa-miR-3085-5p","hsa-mir-3085","4","5","8","10","5","18"
"629","hsa-miR-3085-3p","hsa-mir-3085","26","7","45","27","15","4"
"630","hsa-miR-30a-5p","hsa-mir-30a","18888","5037","28485","13494","6123","7749"
"631","hsa-miR-30a-3p","hsa-mir-30a","1698","490","2742","1218","519","781"
"632","hsa-miR-30b-5p","hsa-mir-30b","678","164","1001","585","196","200"
"633","hsa-miR-30b-3p","hsa-mir-30b","48","13","88","45","15","10"
"635","hsa-miR-30c-1-3p","hsa-mir-30c-1","212","63","266","155","69","55"
"637","hsa-miR-30c-2-3p","hsa-mir-30c-2","166","34","163","93","44","57"
"638","hsa-miR-30d-5p","hsa-mir-30d","63951","17198","92760","46314","22999","20823"
"639","hsa-miR-30d-3p","hsa-mir-30d","50","25","69","69","31","15"
"640","hsa-miR-30e-5p","hsa-mir-30e","5197","1599","5472","4384","1714","1068"
"641","hsa-miR-30e-3p","hsa-mir-30e","3427","1023","5888","2429","1002","1428"
"642","hsa-miR-31-5p","hsa-mir-31","263","101","177","166","93","48"
"643","hsa-miR-31-3p","hsa-mir-31","0","0","0","0","0","0"
"644","hsa-miR-3115","hsa-mir-3115","4","1","5","1","3","1"
"647","hsa-miR-3117-5p","hsa-mir-3117","0","0","0","0","0","0"
"648","hsa-miR-3117-3p","hsa-mir-3117","48","7","41","37","19","11"
"655","hsa-miR-3120-5p","hsa-mir-3120","2","0","0","1","0","0"
"656","hsa-miR-3120-3p","hsa-mir-3120","1","1","0","2","1","0"
"657","hsa-miR-3121-5p","hsa-mir-3121","0","0","0","0","0","0"
"658","hsa-miR-3121-3p","hsa-mir-3121","3","0","3","0","1","0"
"659","hsa-miR-3122","hsa-mir-3122","0","0","0","0","0","0"
"660","hsa-miR-3123","hsa-mir-3123","0","0","0","0","0","0"
"661","hsa-miR-3124-5p","hsa-mir-3124","7","0","13","1","3","1"
"662","hsa-miR-3124-3p","hsa-mir-3124","0","0","0","0","0","0"
"663","hsa-miR-3125","hsa-mir-3125","1","0","3","1","0","1"
"664","hsa-miR-3126-5p","hsa-mir-3126","13","3","6","8","1","0"
"665","hsa-miR-3126-3p","hsa-mir-3126","0","0","0","0","0","2"
"666","hsa-miR-3127-5p","hsa-mir-3127","86","21","232","46","36","35"
"667","hsa-miR-3127-3p","hsa-mir-3127","2","0","0","0","0","0"
"668","hsa-miR-3128","hsa-mir-3128","1","0","0","0","0","0"
"669","hsa-miR-3129-5p","hsa-mir-3129","0","0","0","0","0","0"
"670","hsa-miR-3129-3p","hsa-mir-3129","0","1","0","0","0","0"
"675","hsa-miR-3131","hsa-mir-3131","0","0","0","0","0","0"
"676","hsa-miR-3132","hsa-mir-3132","0","0","0","2","0","0"
"677","hsa-miR-3133","hsa-mir-3133","0","0","0","3","1","0"
"678","hsa-miR-3134","hsa-mir-3134","0","0","0","0","0","0"
"679","hsa-miR-3135a","hsa-mir-3135a","0","0","0","1","2","0"
"680","hsa-miR-3135b","hsa-mir-3135b","0","0","0","0","0","0"
"681","hsa-miR-3136-5p","hsa-mir-3136","0","0","0","0","0","0"
"682","hsa-miR-3136-3p","hsa-mir-3136","0","0","0","0","0","0"
"683","hsa-miR-3137","hsa-mir-3137","0","0","0","0","0","0"
"684","hsa-miR-3138","hsa-mir-3138","4","3","20","0","1","1"
"685","hsa-miR-3139","hsa-mir-3139","2","0","0","1","0","0"
"686","hsa-miR-3140-5p","hsa-mir-3140","0","0","0","0","0","0"
"687","hsa-miR-3140-3p","hsa-mir-3140","2","0","0","0","0","0"
"688","hsa-miR-3141","hsa-mir-3141","1","0","0","0","0","0"
"691","hsa-miR-3143","hsa-mir-3143","0","0","0","1","0","0"
"692","hsa-miR-3144-5p","hsa-mir-3144","0","0","0","0","0","0"
"693","hsa-miR-3144-3p","hsa-mir-3144","0","0","0","0","0","0"
"694","hsa-miR-3145-5p","hsa-mir-3145","0","0","6","1","0","1"
"695","hsa-miR-3145-3p","hsa-mir-3145","2","0","8","0","0","0"
"696","hsa-miR-3146","hsa-mir-3146","0","0","0","0","0","0"
"697","hsa-miR-3147","hsa-mir-3147","0","0","0","0","0","0"
"698","hsa-miR-3148","hsa-mir-3148","0","0","0","0","0","0"
"699","hsa-miR-3149","hsa-mir-3149","0","0","0","0","0","0"
"700","hsa-miR-3150a-5p","hsa-mir-3150a","1","1","0","0","3","0"
"701","hsa-miR-3150a-3p","hsa-mir-3150a","0","0","0","1","0","0"
"702","hsa-miR-3150b-5p","hsa-mir-3150b","0","0","0","0","0","0"
"703","hsa-miR-3150b-3p","hsa-mir-3150b","0","0","0","0","0","0"
"704","hsa-miR-3151-5p","hsa-mir-3151","0","0","0","0","0","0"
"705","hsa-miR-3151-3p","hsa-mir-3151","0","0","0","0","0","0"
"706","hsa-miR-3152-5p","hsa-mir-3152","0","0","0","0","0","0"
"707","hsa-miR-3152-3p","hsa-mir-3152","0","0","0","0","0","0"
"708","hsa-miR-3153","hsa-mir-3153","0","0","0","0","0","0"
"709","hsa-miR-3154","hsa-mir-3154","0","0","0","0","0","0"
"710","hsa-miR-3155a","hsa-mir-3155a","0","0","0","1","0","0"
"711","hsa-miR-3155b","hsa-mir-3155b","0","0","0","0","0","0"
"717","hsa-miR-3157-5p","hsa-mir-3157","0","0","0","13","8","1"
"718","hsa-miR-3157-3p","hsa-mir-3157","0","0","0","2","0","2"
"723","hsa-miR-3159","hsa-mir-3159","4","4","12","1","4","3"
"728","hsa-miR-3161","hsa-mir-3161","0","0","0","0","0","0"
"729","hsa-miR-3162-5p","hsa-mir-3162","0","0","0","0","0","0"
"730","hsa-miR-3162-3p","hsa-mir-3162","0","0","0","0","0","0"
"731","hsa-miR-3163","hsa-mir-3163","1","2","0","0","1","0"
"732","hsa-miR-3164","hsa-mir-3164","0","1","0","0","1","4"
"733","hsa-miR-3165","hsa-mir-3165","1","0","0","0","0","0"
"734","hsa-miR-3166","hsa-mir-3166","0","0","0","0","0","0"
"735","hsa-miR-3167","hsa-mir-3167","2","1","0","0","0","3"
"736","hsa-miR-3168","hsa-mir-3168","0","0","0","0","0","0"
"737","hsa-miR-3169","hsa-mir-3169","0","0","0","0","0","0"
"738","hsa-miR-3170","hsa-mir-3170","0","0","6","0","0","0"
"739","hsa-miR-3171","hsa-mir-3171","0","0","0","0","0","0"
"740","hsa-miR-3173-5p","hsa-mir-3173","3","2","0","3","2","2"
"741","hsa-miR-3173-3p","hsa-mir-3173","0","0","0","0","0","0"
"742","hsa-miR-3174","hsa-mir-3174","46","20","136","37","13","21"
"743","hsa-miR-3175","hsa-mir-3175","5","1","4","0","0","0"
"744","hsa-miR-3176","hsa-mir-3176","41","17","52","25","12","10"
"745","hsa-miR-3177-5p","hsa-mir-3177","15","4","32","11","8","11"
"746","hsa-miR-3177-3p","hsa-mir-3177","78","21","68","72","25","12"
"747","hsa-miR-3178","hsa-mir-3178","0","0","0","0","0","0"
"765","hsa-miR-3181","hsa-mir-3181","0","0","0","0","0","0"
"766","hsa-miR-3182","hsa-mir-3182","0","0","1","1","0","1"
"767","hsa-miR-3183","hsa-mir-3183","1","1","0","0","1","0"
"768","hsa-miR-3184-5p","hsa-mir-3184","0","0","0","0","0","0"
"769","hsa-miR-3184-3p","hsa-mir-3184","0","0","0","0","0","0"
"770","hsa-miR-3185","hsa-mir-3185","0","0","0","0","0","0"
"771","hsa-miR-3186-5p","hsa-mir-3186","0","0","0","0","0","0"
"772","hsa-miR-3186-3p","hsa-mir-3186","0","0","0","0","0","0"
"773","hsa-miR-3187-5p","hsa-mir-3187","0","0","0","0","0","0"
"774","hsa-miR-3187-3p","hsa-mir-3187","4","1","0","2","0","0"
"775","hsa-miR-3188","hsa-mir-3188","4","1","8","1","4","4"
"776","hsa-miR-3189-5p","hsa-mir-3189","0","0","0","0","0","0"
"777","hsa-miR-3189-3p","hsa-mir-3189","0","0","0","0","0","0"
"778","hsa-miR-3190-5p","hsa-mir-3190","0","0","0","0","0","0"
"779","hsa-miR-3190-3p","hsa-mir-3190","3","1","17","0","1","2"
"780","hsa-miR-3191-5p","hsa-mir-3191","0","0","0","0","0","0"
"781","hsa-miR-3191-3p","hsa-mir-3191","0","0","0","0","0","0"
"782","hsa-miR-3192-5p","hsa-mir-3192","2","0","0","0","1","0"
"783","hsa-miR-3192-3p","hsa-mir-3192","2","0","0","0","0","0"
"784","hsa-miR-3193","hsa-mir-3193","0","0","0","0","0","0"
"785","hsa-miR-3194-5p","hsa-mir-3194","0","0","0","0","0","0"
"786","hsa-miR-3194-3p","hsa-mir-3194","0","0","0","0","0","0"
"787","hsa-miR-3195","hsa-mir-3195","1","0","2","0","0","3"
"788","hsa-miR-3196","hsa-mir-3196","0","2","0","3","1","1"
"789","hsa-miR-3197","hsa-mir-3197","0","0","0","0","0","0"
"794","hsa-miR-32-5p","hsa-mir-32","4","0","4","3","2","0"
"795","hsa-miR-32-3p","hsa-mir-32","6","4","3","4","4","0"
"796","hsa-miR-3200-5p","hsa-mir-3200","5","2","13","5","5","5"
"797","hsa-miR-3200-3p","hsa-mir-3200","114","33","190","43","30","23"
"798","hsa-miR-3201","hsa-mir-3201","0","0","0","0","0","0"
"801","hsa-miR-320a-5p","hsa-mir-320a","0","0","0","0","0","0"
"802","hsa-miR-320a-3p","hsa-mir-320a","13054","4274","28863","8774","5358","5758"
"809","hsa-miR-320e","hsa-mir-320e","3","4","16","7","4","0"
"810","hsa-miR-323a-5p","hsa-mir-323a","1","4","41","5","6","3"
"811","hsa-miR-323a-3p","hsa-mir-323a","64","24","42","30","16","4"
"812","hsa-miR-323b-5p","hsa-mir-323b","0","0","0","0","0","0"
"813","hsa-miR-323b-3p","hsa-mir-323b","39","18","42","23","8","6"
"814","hsa-miR-324-5p","hsa-mir-324","232","121","1305","142","78","173"
"815","hsa-miR-324-3p","hsa-mir-324","99","24","128","62","28","35"
"816","hsa-miR-325","hsa-mir-325","0","0","0","0","0","0"
"817","hsa-miR-326","hsa-mir-326","10","5","17","7","3","3"
"818","hsa-miR-328-5p","hsa-mir-328","0","0","0","0","0","0"
"819","hsa-miR-328-3p","hsa-mir-328","876","291","1205","428","225","184"
"824","hsa-miR-330-5p","hsa-mir-330","155","63","270","108","54","32"
"825","hsa-miR-330-3p","hsa-mir-330","174","45","337","76","61","72"
"826","hsa-miR-331-5p","hsa-mir-331","207","72","155","144","88","44"
"827","hsa-miR-331-3p","hsa-mir-331","1087","420","2638","713","397","588"
"828","hsa-miR-335-5p","hsa-mir-335","848","213","611","385","210","100"
"829","hsa-miR-335-3p","hsa-mir-335","150","49","177","107","43","26"
"830","hsa-miR-337-5p","hsa-mir-337","0","3","0","0","0","0"
"831","hsa-miR-337-3p","hsa-mir-337","0","0","0","0","0","0"
"832","hsa-miR-338-5p","hsa-mir-338","45","15","37","35","6","14"
"833","hsa-miR-338-3p","hsa-mir-338","18","6","15","14","5","2"
"834","hsa-miR-339-5p","hsa-mir-339","58","17","120","24","9","9"
"835","hsa-miR-339-3p","hsa-mir-339","372","199","644","312","145","107"
"836","hsa-miR-33a-5p","hsa-mir-33a","4","5","17","5","4","2"
"837","hsa-miR-33a-3p","hsa-mir-33a","3","0","20","4","0","2"
"838","hsa-miR-33b-5p","hsa-mir-33b","1","1","0","5","0","0"
"839","hsa-miR-33b-3p","hsa-mir-33b","6","5","22","3","3","0"
"840","hsa-miR-340-5p","hsa-mir-340","7341","3759","14854","6244","3017","2604"
"841","hsa-miR-340-3p","hsa-mir-340","603","154","773","373","192","157"
"842","hsa-miR-342-5p","hsa-mir-342","704","176","2270","529","312","561"
"843","hsa-miR-342-3p","hsa-mir-342","5219","1593","10477","3397","1592","2044"
"844","hsa-miR-345-5p","hsa-mir-345","1268","500","1520","854","442","222"
"845","hsa-miR-345-3p","hsa-mir-345","0","0","0","1","0","0"
"846","hsa-miR-346","hsa-mir-346","443","123","898","386","194","231"
"847","hsa-miR-34a-5p","hsa-mir-34a","76","20","43","39","12","15"
"848","hsa-miR-34a-3p","hsa-mir-34a","0","0","0","0","0","0"
"849","hsa-miR-34b-5p","hsa-mir-34b","4","1","0","4","2","3"
"850","hsa-miR-34b-3p","hsa-mir-34b","12","3","0","1","0","0"
"851","hsa-miR-34c-5p","hsa-mir-34c","73","24","94","74","41","16"
"852","hsa-miR-34c-3p","hsa-mir-34c","8","3","8","4","0","0"
"853","hsa-miR-3529-5p","hsa-mir-3529","1","0","0","0","0","0"
"854","hsa-miR-3529-3p","hsa-mir-3529","0","0","0","0","0","0"
"855","hsa-miR-3605-5p","hsa-mir-3605","235","60","441","160","93","87"
"856","hsa-miR-3605-3p","hsa-mir-3605","414","125","110","278","138","44"
"857","hsa-miR-3606-5p","hsa-mir-3606","0","0","0","0","0","0"
"858","hsa-miR-3606-3p","hsa-mir-3606","0","0","0","0","0","0"
"859","hsa-miR-3609","hsa-mir-3609","111","35","432","65","30","116"
"860","hsa-miR-361-5p","hsa-mir-361","2773","931","5562","1847","1029","938"
"861","hsa-miR-361-3p","hsa-mir-361","911","224","1270","551","289","295"
"862","hsa-miR-3610","hsa-mir-3610","0","0","0","0","0","0"
"863","hsa-miR-3611","hsa-mir-3611","0","1","0","0","0","0"
"864","hsa-miR-3612","hsa-mir-3612","0","0","0","0","0","0"
"865","hsa-miR-3613-5p","hsa-mir-3613","0","0","0","0","1","0"
"866","hsa-miR-3613-3p","hsa-mir-3613","9","2","0","2","4","2"
"867","hsa-miR-3614-5p","hsa-mir-3614","1","0","0","0","0","0"
"868","hsa-miR-3614-3p","hsa-mir-3614","0","0","0","0","0","0"
"869","hsa-miR-3615","hsa-mir-3615","240","67","233","97","54","58"
"870","hsa-miR-3616-5p","hsa-mir-3616","0","0","0","0","0","0"
"871","hsa-miR-3616-3p","hsa-mir-3616","0","0","0","0","0","0"
"872","hsa-miR-3617-5p","hsa-mir-3617","0","1","0","0","0","0"
"873","hsa-miR-3617-3p","hsa-mir-3617","0","0","0","0","0","0"
"874","hsa-miR-3618","hsa-mir-3618","0","0","0","0","0","1"
"875","hsa-miR-3619-5p","hsa-mir-3619","0","0","0","0","0","0"
"876","hsa-miR-3619-3p","hsa-mir-3619","0","0","0","0","0","0"
"877","hsa-miR-362-5p","hsa-mir-362","64","9","144","35","13","39"
"878","hsa-miR-362-3p","hsa-mir-362","0","0","0","0","0","0"
"879","hsa-miR-3620-5p","hsa-mir-3620","0","1","2","0","1","0"
"880","hsa-miR-3620-3p","hsa-mir-3620","0","2","7","0","0","0"
"881","hsa-miR-3621","hsa-mir-3621","0","0","0","0","0","0"
"882","hsa-miR-3622a-5p","hsa-mir-3622a","0","0","0","0","0","0"
"883","hsa-miR-3622a-3p","hsa-mir-3622a","0","0","0","0","0","0"
"884","hsa-miR-3622b-5p","hsa-mir-3622b","0","1","0","0","0","0"
"885","hsa-miR-3622b-3p","hsa-mir-3622b","0","0","0","0","0","0"
